year,ward_no,ward_name,circle,zone,mean_ndvi
2020,103,BORABANDA,19-YOUSUFGUDA,SERILINGAMPALLY ZONE,0.08255361326489787
2020,97,SOMAJIGUDA,17-KHAIRATABAD,KHAIRATHABAD ZONE,0.14661233891982783
2020,98,AMEERPET,17-KHAIRATABAD,KHAIRATHABAD ZONE,0.16778787809975296
2020,101,ERRAGADDA,19-YOUSUFGUDA,SERILINGAMPALLY ZONE,0.13651177326433095
2020,100,SANATH NAGAR,17-KHAIRATABAD,KHAIRATHABAD ZONE,0.1533414347551462
2020,99,VENGALRAO NAGAR,19-YOUSUFGUDA,SERILINGAMPALLY ZONE,0.19323184449128686
2020,102,RAHAMATH NAGAR,19-YOUSUFGUDA,SERILINGAMPALLY ZONE,0.09564333741460179
2020,6,NACHARAM,1-KAPRA,L.B.NAGAR ZONE,0.1915671228203381
2020,84,BAGH AMBERPET,16-AMBERPET,SECUNDERABAD ZONE,0.14613303295160643
2020,81,NALLAKUNTA,16-AMBERPET,SECUNDERABAD ZONE,0.1226028296015016
2020,80,KACHIGUDA(Barkathpura),16-AMBERPET,SECUNDERABAD ZONE,0.1155768379157675
2020,82,GOLNAKA,16-AMBERPET,SECUNDERABAD ZONE,0.176463972710811
2020,83,AMBERPET,16-AMBERPET,SECUNDERABAD ZONE,0.19556502171395906
2020,51,GOSHA MAHAL,14-GOSHAMAHAL,KHAIRATHABAD ZONE,0.14374412149140214
2020,68,TOLICHOWKI,13-KARWAN,KHAIRATHABAD ZONE,0.24712106047149915
2020,67,GOLCONDA,13-KARWAN,KHAIRATHABAD ZONE,0.18836237084274066
2020,77,JAMBAGH(Nampally),14-GOSHAMAHAL,KHAIRATHABAD ZONE,0.10831799933565796
2020,63,MANGALHAT,14-GOSHAMAHAL,KHAIRATHABAD ZONE,0.14103859002033442
2020,71,GUDIMALKAPUR,12-MEDHDIPATNAM,KHAIRATHABAD ZONE,0.1546670020886994
2020,70,MEHDIPATNAM,12-MEDHDIPATNAM,KHAIRATHABAD ZONE,0.1163033311013087
2020,76,MALLEPALLY,12-MEDHDIPATNAM,KHAIRATHABAD ZONE,0.09543936028235832
2020,62,ZIAGUDA,13-KARWAN,KHAIRATHABAD ZONE,0.13551638639012517
2020,72,ASIF NAGAR,12-MEDHDIPATNAM,KHAIRATHABAD ZONE,0.09542404048925482
2020,73,VIJAYANAGAR COLONY,12-MEDHDIPATNAM,KHAIRATHABAD ZONE,0.13552069419467366
2020,5,MALLAPUR,1-KAPRA,L.B.NAGAR ZONE,0.22492669126001247
2020,3,CHERLAPALLY,1-KAPRA,L.B.NAGAR ZONE,0.23065815798469205
2020,96,YOUSUFGUDA,19-YOUSUFGUDA,SERILINGAMPALLY ZONE,0.1687287613338982
2020,95,JUBILEE HILLS,18-JUBILEE HILLS,KHAIRATHABAD ZONE,0.21120714103322355
2020,50,BEGUM BAZAR,14-GOSHAMAHAL,KHAIRATHABAD ZONE,0.11260796676353371
2020,78,GUNFOUNDRY(Abids),14-GOSHAMAHAL,KHAIRATHABAD ZONE,0.14730256847357337
2020,65,KARWAN,13-KARWAN,KHAIRATHABAD ZONE,0.14420230994179103
2020,2,DR.A.S.RAO NAGAR,1-KAPRA,L.B.NAGAR ZONE,0.2030177989950778
2020,4,MEERPET H.B.COLONY,1-KAPRA,L.B.NAGAR ZONE,0.20083136827357687
2020,1,KAPRA,1-KAPRA,L.B.NAGAR ZONE,0.2214792045840098
2020,94,SHAIKPET,18-JUBILEE HILLS,KHAIRATHABAD ZONE,0.14143955165396263
2020,64,DATTATHREYA NAGAR,14-GOSHAMAHAL,KHAIRATHABAD ZONE,0.0963639119393408
2020,69,NANALNAGAR,13-KARWAN,KHAIRATHABAD ZONE,0.22911191318962928
2021,127,RANGAREDDY NAGAR,25-QUTUBULLAPUR,KUKATPALLY ZONE,0.1455487441024653
2021,119,OLD BOWENPALLY,24-KUKATPALLY,KUKATPALLY ZONE,0.14066160206247785
2021,145,SEETHAPHALMANDI,29-SECUNDERABAD,SECUNDERABAD ZONE,0.10044044330746234
2021,146,BOUDHA NAGAR,29-SECUNDERABAD,SECUNDERABAD ZONE,0.08852062878208562
2021,147,BANSILALPET,30-BEGUMPET,SECUNDERABAD ZONE,0.14802435197742153
2021,144,METTUGUDA,29-SECUNDERABAD,SECUNDERABAD ZONE,0.208037625273094
2021,148,RAMGOPALPET,30-BEGUMPET,SECUNDERABAD ZONE,0.11210205896871563
2021,150,MONDA  MARKET,30-BEGUMPET,SECUNDERABAD ZONE,0.12875512254931856
2021,136,NEREDMET,28-MALKAJGIRI,SECUNDERABAD ZONE,0.2048631677444059
2021,141,GOUTHAM NAGAR,28-MALKAJGIRI,SECUNDERABAD ZONE,0.1370971039796724
2021,140,MALKAJGIRI,28-MALKAJGIRI,SECUNDERABAD ZONE,0.154135892052931
2021,139,EAST ANAND BAGH,28-MALKAJGIRI,SECUNDERABAD ZONE,0.1860472255530929
2021,142,ADDAGUTTA,29-SECUNDERABAD,SECUNDERABAD ZONE,0.18277984380405568
2021,137,VINAYAK NAGAR,28-MALKAJGIRI,SECUNDERABAD ZONE,0.13136557307337118
2021,134,ALWAL,27-ALWAL,KUKATPALLY ZONE,0.1605541182078228
2021,132,JEEDIMETLA,25-QUTUBULLAPUR,KUKATPALLY ZONE,0.1782968530236131
2021,CONTONMENT AREA,,CANTONMENT AREA,,0.30450557416810026
2021,120,BALA NAGAR,24-KUKATPALLY,KUKATPALLY ZONE,0.2563616033423059
2021,130,SUBHASH NAGAR,25-QUTUBULLAPUR,KUKATPALLY ZONE,0.14002292479879014
2021,131,QUTHBULLAPUR,25-QUTUBULLAPUR,KUKATPALLY ZONE,0.1734731856955141
2021,121,KUKATPALLY,24-KUKATPALLY,KUKATPALLY ZONE,0.12934370951710417
2021,125,GAJULARAMARAM,26-GAJULARAMARAM,KUKATPALLY ZONE,0.15398649472055276
2021,124,ALLYWN COLONY,24-KUKATPALLY,KUKATPALLY ZONE,0.14304368150626862
2021,114,K.P.H.B.COLONY,23-MOOSAPET,KUKATPALLY ZONE,0.1684252770347028
2021,116,ALLAPUR,23-MOOSAPET,KUKATPALLY ZONE,0.13465248634582272
2021,115,BALAJI NAGAR,23-MOOSAPET,KUKATPALLY ZONE,0.2155916060976688
2021,117,MOOSAPET,23-MOOSAPET,KUKATPALLY ZONE,0.10916466970549178
2021,105,GACHIBOWLI,20-SERILINGAMPALLY,SERILINGAMPALLY ZONE,0.20345130688841884
2021,110,CHANDANAGAR,21-CHANDA NAGAR,SERILINGAMPALLY ZONE,0.17106209772449907
2021,111,BHARATHI NAGAR,22-RAMACHANDRAPURAM & PATANCHERUVU,SERILINGAMPALLY ZONE,0.17776977857132958
2021,106,SERILINGAMPALLY,20-SERILINGAMPALLY,SERILINGAMPALLY ZONE,0.17530336148632816
2021,104,KONDAPUR,20-SERILINGAMPALLY,SERILINGAMPALLY ZONE,0.13704249768815233
2021,109,HAFEEZPET,21-CHANDA NAGAR,SERILINGAMPALLY ZONE,0.1400545753385928
2021,118,FATEH NAGAR,23-MOOSAPET,KUKATPALLY ZONE,0.12739273722256447
2021,143,TARNAKA,29-SECUNDERABAD,SECUNDERABAD ZONE,0.17284781935065874
2021,8,HABSIGUDA,2-UPPAL,L.B.NAGAR ZONE,0.22967197978274223
2021,40,RIYASATNAGAR,8-CHANDRAYANGUTTA,CHARMINAR ZONE,0.09837292076416417
2021,36,LALITHABAGH,8-CHANDRAYANGUTTA,CHARMINAR ZONE,0.09287332710502616
2021,34,TALABCHANCHALAM,7-SANTOSH NAGAR,CHARMINAR ZONE,0.05549788545857348
2021,22,CHAITHANYAPURI,5-SAROOR NAGAR,L.B.NAGAR ZONE,0.13834564996399581
2021,37,KURMAGUDA,7-SANTOSH NAGAR,CHARMINAR ZONE,0.08883184377290797
2021,31,REIN BAZAR,7-SANTOSH NAGAR,CHARMINAR ZONE,0.06749792672054022
2021,29,CHAWANI,6-MALAKPET,CHARMINAR ZONE,0.10156062311196654
2021,38,I.S.SADAN,7-SANTOSH NAGAR,CHARMINAR ZONE,0.12125117712362878
2021,18,LINGOJIGUDA,4-LB. NAGAR,L.B.NAGAR ZONE,0.11507853308810385
2021,16,HASTHINAPURAM,4-LB. NAGAR,L.B.NAGAR ZONE,0.1351099881569565
2021,20,R.K.PURAM,5-SAROOR NAGAR,L.B.NAGAR ZONE,0.12008601753176203
2021,19,SAROORNAGAR,5-SAROOR NAGAR,L.B.NAGAR ZONE,0.1259791685379579
2021,14,B.N.REDDY NAGAR,3-HAYAT NAGAR,L.B.NAGAR ZONE,0.19112423915349316
2021,12,MANSOORABAD,3-HAYAT NAGAR,L.B.NAGAR ZONE,0.182636707311041
2021,21,KOTHAPET,5-SAROOR NAGAR,L.B.NAGAR ZONE,0.12661574534401038
2021,11,NAGOLE,3-HAYAT NAGAR,L.B.NAGAR ZONE,0.20023496532541604
2021,10,UPPAL,2-UPPAL,L.B.NAGAR ZONE,0.19550132251778268
2021,GRAMPANCHAYAT PEERZADI GUDA,,GRAMPANCHAYAT PEERZADIGUDA,,0.12927511176782633
2021,KALAVANCHA GRAM PANCHAYATH,,KALAVANCHA GRAMPANCHAYATH,,0.1442855908651084
2021,13,HAYATHNAGAR,3-HAYAT NAGAR,L.B.NAGAR ZONE,0.18976199787853115
2021,15,VANASTHALIPURAM,4-LB. NAGAR,L.B.NAGAR ZONE,0.13168394594648047
2021,26,OLD MALAKPET,6-MALAKPET,CHARMINAR ZONE,0.1566184840352383
2021,17,CHAMPAPET,4-LB. NAGAR,L.B.NAGAR ZONE,0.1078545646956062
2021,39,SANTOSH NAGAR,7-SANTOSH NAGAR,CHARMINAR ZONE,0.10602305579383578
2021,66,LUNGER HOUSE,13-KARWAN,KHAIRATHABAD ZONE,0.2485453252883446
2021,112,RAMACHANDRAPURAM,22-RAMACHANDRAPURAM & PATANCHERUVU,SERILINGAMPALLY ZONE,0.15432347060033677
2021,128,CHINTAL,26-GAJULARAMARAM,KUKATPALLY ZONE,0.22713792845255104
2021,126,JAGADGIRI GUTTA,26-GAJULARAMARAM,KUKATPALLY ZONE,0.12454921046573524
2021,129,SURARAM,26-GAJULARAMARAM,KUKATPALLY ZONE,0.17415352799599917
2021,133,MACHABOLARUM,27-ALWAL,KUKATPALLY ZONE,0.20070396713656044
2021,138,MOULA-ALI,28-MALKAJGIRI,SECUNDERABAD ZONE,0.13210672869401743
2021,107,MADHAPUR,21-CHANDA NAGAR,SERILINGAMPALLY ZONE,0.14376579702187492
2021,OU,,OU,,0.3258507937809192
2021,149,BEGUMPET,30-BEGUMPET,SECUNDERABAD ZONE,0.18246409214887555
2021,135,VENKATAPURAM,27-ALWAL,KUKATPALLY ZONE,0.15896437927680865
2021,123,HYDER NAGAR,24-KUKATPALLY,KUKATPALLY ZONE,0.14026635953908434
2021,122,VIVEKANANDA NAGAR COLONY,24-KUKATPALLY,KUKATPALLY ZONE,0.11051336792760043
2021,113,PATANCHERUVU,22-RAMACHANDRAPURAM & PATANCHERUVU,SERILINGAMPALLY ZONE,0.2007017545101245
2021,108,MIYAPUR,21-CHANDA NAGAR,SERILINGAMPALLY ZONE,0.17895798499759705
2021,41,KANCHANBAGH,8-CHANDRAYANGUTTA,CHARMINAR ZONE,0.24023021359237443
2021,7,CHILUKA NAGAR,2-UPPAL,L.B.NAGAR ZONE,0.18441348825408985
2021,9,RAMANTHAPUR,2-UPPAL,L.B.NAGAR ZONE,0.17760042909955928
2021,25,MOOSARAMBAGH,6-MALAKPET,CHARMINAR ZONE,0.13623368004966288
2021,BANDLA GUDA,,BANDLAGUDA,,0.17527948708101018
2021,28,AZAMPURA,6-MALAKPET,CHARMINAR ZONE,0.10351591156384633
2021,56,KISHAN BAGH,10-FALAKNUMA,CHARMINAR ZONE,0.14452807832270564
2021,52,PURANAPOOL,9-CHARMINAR,CHARMINAR ZONE,0.08170655070965048
2021,59,MAILARDEVPALLY,11-RAJENDRA NAGAR,CHARMINAR ZONE,0.18239057158917726
2021,46,FALAKNUMA,10-FALAKNUMA,CHARMINAR ZONE,0.10761047005056837
2021,61,ATTAPUR,11-RAJENDRA NAGAR,CHARMINAR ZONE,0.14979498612544678
2021,60,RAJENDRANAGAR,11-RAJENDRA NAGAR,CHARMINAR ZONE,0.23448882006017957
2021,49,GANSIBAZAR,9-CHARMINAR,CHARMINAR ZONE,0.10381166725437357
2021,33,MOGHALPURA,9-CHARMINAR,CHARMINAR ZONE,0.0849856566926953
2021,47,NAWABSAHEBKUNTA,10-FALAKNUMA,CHARMINAR ZONE,0.0915352613101541
2021,58,SHASTRIPURAM,11-RAJENDRA NAGAR,CHARMINAR ZONE,0.13297843490225622
2021,54,JAHANUMA,10-FALAKNUMA,CHARMINAR ZONE,0.09512584455966414
2021,48,SHALIBANDA,9-CHARMINAR,CHARMINAR ZONE,0.09885026300520598
2021,53,DOODBOWLI,10-FALAKNUMA,CHARMINAR ZONE,0.10864624889241169
2021,55,RAMNASTPURA,10-FALAKNUMA,CHARMINAR ZONE,0.24156727869320097
2021,43,CHANDRAYANGUTTA,8-CHANDRAYANGUTTA,CHARMINAR ZONE,0.13199084823520055
2021,44,UPPUGUDA,8-CHANDRAYANGUTTA,CHARMINAR ZONE,0.090117969286799
2021,35,GOWLIPURA,7-SANTOSH NAGAR,CHARMINAR ZONE,0.0879745163459298
2021,30,DABEERPURA,6-MALAKPET,CHARMINAR ZONE,0.10285365170886687
2021,32,PATHER GATTI,9-CHARMINAR,CHARMINAR ZONE,0.08915837224553058
2021,23,GADDIANNARAM,5-SAROOR NAGAR,L.B.NAGAR ZONE,0.09615199684403113
2021,24,SAIDABAD,6-MALAKPET,CHARMINAR ZONE,0.1402867227712645
2021,27,AKBERBAGH,6-MALAKPET,CHARMINAR ZONE,0.14919399856876714
2021,45,JANGAMMET,8-CHANDRAYANGUTTA,CHARMINAR ZONE,0.12112792338884776
2021,42,BARKAS,8-CHANDRAYANGUTTA,CHARMINAR ZONE,0.1804713076929187
2021,57,SULEMAN NAGAR,11-RAJENDRA NAGAR,CHARMINAR ZONE,0.16031250089732452
2021,74,AHMED NAGAR,12-MEDHDIPATNAM,KHAIRATHABAD ZONE,0.1838661454352229
2021,92,VENKATESHWARA COLONY,18-JUBILEE HILLS,KHAIRATHABAD ZONE,0.18903309282462424
2021,89,GANDHINAGAR,15-MUSHEERABAD,SECUNDERABAD ZONE,0.12531168095231088
2021,75,RED HILLS,12-MEDHDIPATNAM,KHAIRATHABAD ZONE,0.15126802825906163
2021,79,HIMAYATNAGAR,16-AMBERPET,SECUNDERABAD ZONE,0.10645692108971475
2021,88,BHOLAKPUR,15-MUSHEERABAD,SECUNDERABAD ZONE,0.10235853278751815
2021,86,MUSHEERABAD,15-MUSHEERABAD,SECUNDERABAD ZONE,0.10950697519509366
2021,85,ADIKMET,15-MUSHEERABAD,SECUNDERABAD ZONE,0.12948401503261664
2021,87,RAMNAGAR,15-MUSHEERABAD,SECUNDERABAD ZONE,0.13203278820096234
2021,90,KAVADIGUDA,15-MUSHEERABAD,SECUNDERABAD ZONE,0.19393844353435977
2021,93,BANJARA HILLS,18-JUBILEE HILLS,KHAIRATHABAD ZONE,0.1570940489427578
2021,91,KHAIRTABAD,17-KHAIRATABAD,KHAIRATHABAD ZONE,0.06988538729787579
2021,103,BORABANDA,19-YOUSUFGUDA,SERILINGAMPALLY ZONE,0.08533693053548644
2021,97,SOMAJIGUDA,17-KHAIRATABAD,KHAIRATHABAD ZONE,0.13891297073975756
2021,98,AMEERPET,17-KHAIRATABAD,KHAIRATHABAD ZONE,0.15378217764676594
2021,101,ERRAGADDA,19-YOUSUFGUDA,SERILINGAMPALLY ZONE,0.1276331331976182
2021,100,SANATH NAGAR,17-KHAIRATABAD,KHAIRATHABAD ZONE,0.14317868346509502
2021,99,VENGALRAO NAGAR,19-YOUSUFGUDA,SERILINGAMPALLY ZONE,0.18219775503716665
2021,102,RAHAMATH NAGAR,19-YOUSUFGUDA,SERILINGAMPALLY ZONE,0.09676540236066271
2021,6,NACHARAM,1-KAPRA,L.B.NAGAR ZONE,0.16185111461668986
2021,84,BAGH AMBERPET,16-AMBERPET,SECUNDERABAD ZONE,0.14115918964306093
2021,81,NALLAKUNTA,16-AMBERPET,SECUNDERABAD ZONE,0.12009117198084678
2021,80,KACHIGUDA(Barkathpura),16-AMBERPET,SECUNDERABAD ZONE,0.11134639888721645
2021,82,GOLNAKA,16-AMBERPET,SECUNDERABAD ZONE,0.1606930311485098
2021,83,AMBERPET,16-AMBERPET,SECUNDERABAD ZONE,0.18313909359861463
2021,51,GOSHA MAHAL,14-GOSHAMAHAL,KHAIRATHABAD ZONE,0.13840027671739735
2021,68,TOLICHOWKI,13-KARWAN,KHAIRATHABAD ZONE,0.24007775931836525
2021,67,GOLCONDA,13-KARWAN,KHAIRATHABAD ZONE,0.1993688648421795
2021,77,JAMBAGH(Nampally),14-GOSHAMAHAL,KHAIRATHABAD ZONE,0.10859044222441668
2021,63,MANGALHAT,14-GOSHAMAHAL,KHAIRATHABAD ZONE,0.13296785129921485
2021,71,GUDIMALKAPUR,12-MEDHDIPATNAM,KHAIRATHABAD ZONE,0.1489109554503655
2021,70,MEHDIPATNAM,12-MEDHDIPATNAM,KHAIRATHABAD ZONE,0.1152509076147403
2021,76,MALLEPALLY,12-MEDHDIPATNAM,KHAIRATHABAD ZONE,0.09642694707866888
2021,62,ZIAGUDA,13-KARWAN,KHAIRATHABAD ZONE,0.12854412145368455
2021,72,ASIF NAGAR,12-MEDHDIPATNAM,KHAIRATHABAD ZONE,0.09279865082492278
2021,73,VIJAYANAGAR COLONY,12-MEDHDIPATNAM,KHAIRATHABAD ZONE,0.13408176410181233
2021,5,MALLAPUR,1-KAPRA,L.B.NAGAR ZONE,0.19665312058598242
2021,3,CHERLAPALLY,1-KAPRA,L.B.NAGAR ZONE,0.21027566930093314
2021,96,YOUSUFGUDA,19-YOUSUFGUDA,SERILINGAMPALLY ZONE,0.15899760358447662
2021,95,JUBILEE HILLS,18-JUBILEE HILLS,KHAIRATHABAD ZONE,0.19822641121575227
2021,50,BEGUM BAZAR,14-GOSHAMAHAL,KHAIRATHABAD ZONE,0.10830790784774894
2021,78,GUNFOUNDRY(Abids),14-GOSHAMAHAL,KHAIRATHABAD ZONE,0.1427174161478069
2021,65,KARWAN,13-KARWAN,KHAIRATHABAD ZONE,0.1321917460765579
2021,2,DR.A.S.RAO NAGAR,1-KAPRA,L.B.NAGAR ZONE,0.18319477363783485
2021,4,MEERPET H.B.COLONY,1-KAPRA,L.B.NAGAR ZONE,0.17529555254431353
2021,1,KAPRA,1-KAPRA,L.B.NAGAR ZONE,0.19181594536122945
2021,94,SHAIKPET,18-JUBILEE HILLS,KHAIRATHABAD ZONE,0.1361558501824279
2021,64,DATTATHREYA NAGAR,14-GOSHAMAHAL,KHAIRATHABAD ZONE,0.09392190151938244
2021,69,NANALNAGAR,13-KARWAN,KHAIRATHABAD ZONE,0.21651744388702657
2022,127,RANGAREDDY NAGAR,25-QUTUBULLAPUR,KUKATPALLY ZONE,0.13570401106576963
2022,119,OLD BOWENPALLY,24-KUKATPALLY,KUKATPALLY ZONE,0.12447761011241855
2022,145,SEETHAPHALMANDI,29-SECUNDERABAD,SECUNDERABAD ZONE,0.09413942329572726
2022,146,BOUDHA NAGAR,29-SECUNDERABAD,SECUNDERABAD ZONE,0.08373407600330808
2022,147,BANSILALPET,30-BEGUMPET,SECUNDERABAD ZONE,0.13904341132691259
2022,144,METTUGUDA,29-SECUNDERABAD,SECUNDERABAD ZONE,0.19783794148698902
2022,148,RAMGOPALPET,30-BEGUMPET,SECUNDERABAD ZONE,0.10860689236999191
2022,150,MONDA  MARKET,30-BEGUMPET,SECUNDERABAD ZONE,0.1264748407152469
2022,136,NEREDMET,28-MALKAJGIRI,SECUNDERABAD ZONE,0.1957441639563335
2022,141,GOUTHAM NAGAR,28-MALKAJGIRI,SECUNDERABAD ZONE,0.13894551122684953
2022,140,MALKAJGIRI,28-MALKAJGIRI,SECUNDERABAD ZONE,0.1519095023965606
2022,139,EAST ANAND BAGH,28-MALKAJGIRI,SECUNDERABAD ZONE,0.1990365161031393
2022,142,ADDAGUTTA,29-SECUNDERABAD,SECUNDERABAD ZONE,0.17910708825377394
2022,137,VINAYAK NAGAR,28-MALKAJGIRI,SECUNDERABAD ZONE,0.1358142723686208
2022,134,ALWAL,27-ALWAL,KUKATPALLY ZONE,0.1523597370924149
2022,132,JEEDIMETLA,25-QUTUBULLAPUR,KUKATPALLY ZONE,0.15982378958197374
2022,CONTONMENT AREA,,CANTONMENT AREA,,0.3013547431920707
2022,120,BALA NAGAR,24-KUKATPALLY,KUKATPALLY ZONE,0.22600216173371926
2022,130,SUBHASH NAGAR,25-QUTUBULLAPUR,KUKATPALLY ZONE,0.13520626000846817
2022,131,QUTHBULLAPUR,25-QUTUBULLAPUR,KUKATPALLY ZONE,0.16548155055980818
2022,121,KUKATPALLY,24-KUKATPALLY,KUKATPALLY ZONE,0.11713102325476325
2022,125,GAJULARAMARAM,26-GAJULARAMARAM,KUKATPALLY ZONE,0.1449943447497162
2022,124,ALLYWN COLONY,24-KUKATPALLY,KUKATPALLY ZONE,0.12238695149358943
2022,114,K.P.H.B.COLONY,23-MOOSAPET,KUKATPALLY ZONE,0.1581587500988734
2022,116,ALLAPUR,23-MOOSAPET,KUKATPALLY ZONE,0.12054297649897605
2022,115,BALAJI NAGAR,23-MOOSAPET,KUKATPALLY ZONE,0.18018854282642002
2022,117,MOOSAPET,23-MOOSAPET,KUKATPALLY ZONE,0.0998528440230535
2022,105,GACHIBOWLI,20-SERILINGAMPALLY,SERILINGAMPALLY ZONE,0.18431297805773617
2022,110,CHANDANAGAR,21-CHANDA NAGAR,SERILINGAMPALLY ZONE,0.1633079405435594
2022,111,BHARATHI NAGAR,22-RAMACHANDRAPURAM & PATANCHERUVU,SERILINGAMPALLY ZONE,0.1739906486128796
2022,106,SERILINGAMPALLY,20-SERILINGAMPALLY,SERILINGAMPALLY ZONE,0.15798192133006853
2022,104,KONDAPUR,20-SERILINGAMPALLY,SERILINGAMPALLY ZONE,0.1241922784297143
2022,109,HAFEEZPET,21-CHANDA NAGAR,SERILINGAMPALLY ZONE,0.13178134158882227
2022,118,FATEH NAGAR,23-MOOSAPET,KUKATPALLY ZONE,0.1174727673993207
2022,143,TARNAKA,29-SECUNDERABAD,SECUNDERABAD ZONE,0.17296982147050305
2022,8,HABSIGUDA,2-UPPAL,L.B.NAGAR ZONE,0.22830817372434836
2022,40,RIYASATNAGAR,8-CHANDRAYANGUTTA,CHARMINAR ZONE,0.09622468149787669
2022,36,LALITHABAGH,8-CHANDRAYANGUTTA,CHARMINAR ZONE,0.09708630820501911
2022,34,TALABCHANCHALAM,7-SANTOSH NAGAR,CHARMINAR ZONE,0.055273102403701806
2022,22,CHAITHANYAPURI,5-SAROOR NAGAR,L.B.NAGAR ZONE,0.1446467092139664
2022,37,KURMAGUDA,7-SANTOSH NAGAR,CHARMINAR ZONE,0.09045880027148358
2022,31,REIN BAZAR,7-SANTOSH NAGAR,CHARMINAR ZONE,0.06985820009013925
2022,29,CHAWANI,6-MALAKPET,CHARMINAR ZONE,0.10486823732382207
2022,38,I.S.SADAN,7-SANTOSH NAGAR,CHARMINAR ZONE,0.12151761551757147
2022,18,LINGOJIGUDA,4-LB. NAGAR,L.B.NAGAR ZONE,0.11091716142718588
2022,16,HASTHINAPURAM,4-LB. NAGAR,L.B.NAGAR ZONE,0.1283296574580944
2022,20,R.K.PURAM,5-SAROOR NAGAR,L.B.NAGAR ZONE,0.12412257499202421
2022,19,SAROORNAGAR,5-SAROOR NAGAR,L.B.NAGAR ZONE,0.13214435751796919
2022,14,B.N.REDDY NAGAR,3-HAYAT NAGAR,L.B.NAGAR ZONE,0.1761128380096071
2022,12,MANSOORABAD,3-HAYAT NAGAR,L.B.NAGAR ZONE,0.17298384481232637
2022,21,KOTHAPET,5-SAROOR NAGAR,L.B.NAGAR ZONE,0.1383583274081858
2022,11,NAGOLE,3-HAYAT NAGAR,L.B.NAGAR ZONE,0.20224829333988512
2022,10,UPPAL,2-UPPAL,L.B.NAGAR ZONE,0.20650049061170692
2022,GRAMPANCHAYAT PEERZADI GUDA,,GRAMPANCHAYAT PEERZADIGUDA,,0.12861360577612205
2022,KALAVANCHA GRAM PANCHAYATH,,KALAVANCHA GRAMPANCHAYATH,,0.13419433877572262
2022,13,HAYATHNAGAR,3-HAYAT NAGAR,L.B.NAGAR ZONE,0.17735690626949052
2022,15,VANASTHALIPURAM,4-LB. NAGAR,L.B.NAGAR ZONE,0.12625959843327256
2022,26,OLD MALAKPET,6-MALAKPET,CHARMINAR ZONE,0.1601954260731339
2022,17,CHAMPAPET,4-LB. NAGAR,L.B.NAGAR ZONE,0.10644003924299351
2022,39,SANTOSH NAGAR,7-SANTOSH NAGAR,CHARMINAR ZONE,0.10429535069404411
2022,66,LUNGER HOUSE,13-KARWAN,KHAIRATHABAD ZONE,0.2255748882013225
2022,112,RAMACHANDRAPURAM,22-RAMACHANDRAPURAM & PATANCHERUVU,SERILINGAMPALLY ZONE,0.14245454783426692
2022,128,CHINTAL,26-GAJULARAMARAM,KUKATPALLY ZONE,0.21979915506645423
2022,126,JAGADGIRI GUTTA,26-GAJULARAMARAM,KUKATPALLY ZONE,0.11068243069346204
2022,129,SURARAM,26-GAJULARAMARAM,KUKATPALLY ZONE,0.16515356018974928
2022,133,MACHABOLARUM,27-ALWAL,KUKATPALLY ZONE,0.18631551987297967
2022,138,MOULA-ALI,28-MALKAJGIRI,SECUNDERABAD ZONE,0.1332690429869483
2022,107,MADHAPUR,21-CHANDA NAGAR,SERILINGAMPALLY ZONE,0.13200723168871173
2022,OU,,OU,,0.3250471387201895
2022,149,BEGUMPET,30-BEGUMPET,SECUNDERABAD ZONE,0.17774543344004062
2022,135,VENKATAPURAM,27-ALWAL,KUKATPALLY ZONE,0.15112367700438747
2022,123,HYDER NAGAR,24-KUKATPALLY,KUKATPALLY ZONE,0.13127214175219118
2022,122,VIVEKANANDA NAGAR COLONY,24-KUKATPALLY,KUKATPALLY ZONE,0.10497432296551276
2022,113,PATANCHERUVU,22-RAMACHANDRAPURAM & PATANCHERUVU,SERILINGAMPALLY ZONE,0.1861137542064957
2022,108,MIYAPUR,21-CHANDA NAGAR,SERILINGAMPALLY ZONE,0.17040861006995178
2022,41,KANCHANBAGH,8-CHANDRAYANGUTTA,CHARMINAR ZONE,0.22888619563463225
2022,7,CHILUKA NAGAR,2-UPPAL,L.B.NAGAR ZONE,0.1899881417210837
2022,9,RAMANTHAPUR,2-UPPAL,L.B.NAGAR ZONE,0.17043893133790772
2022,25,MOOSARAMBAGH,6-MALAKPET,CHARMINAR ZONE,0.13857607153717771
2022,BANDLA GUDA,,BANDLAGUDA,,0.1737824414153172
2022,28,AZAMPURA,6-MALAKPET,CHARMINAR ZONE,0.10125703574403856
2022,56,KISHAN BAGH,10-FALAKNUMA,CHARMINAR ZONE,0.1369679791145133
2022,52,PURANAPOOL,9-CHARMINAR,CHARMINAR ZONE,0.07874686118009389
2022,59,MAILARDEVPALLY,11-RAJENDRA NAGAR,CHARMINAR ZONE,0.17517251717205395
2022,46,FALAKNUMA,10-FALAKNUMA,CHARMINAR ZONE,0.10522451390113396
2022,61,ATTAPUR,11-RAJENDRA NAGAR,CHARMINAR ZONE,0.13516951543472272
2022,60,RAJENDRANAGAR,11-RAJENDRA NAGAR,CHARMINAR ZONE,0.2175782071488994
2022,49,GANSIBAZAR,9-CHARMINAR,CHARMINAR ZONE,0.10107104863538977
2022,33,MOGHALPURA,9-CHARMINAR,CHARMINAR ZONE,0.08198236033321873
